101
  -0.08  0.988614 -0.0502421 -1.35137e-05 -0.000107664 -0.066875 -8.47925e-05 -8.47925e-05 -0.0499978
  -0.06  0.990974 -0.0413891 0.000189955 -0.000110724 -0.0669511 -8.41822e-05 -8.41822e-05 -0.049961
  -0.04  0.99333 -0.0325505 0.000387559 -0.000157033 -0.0670487 -0.000111632 -0.000111632 -0.0499561
  -0.02  0.995682 -0.0237285 0.000509787 -0.000158459 -0.0672143 -0.000111534 -0.000111534 -0.0500118
  6.17562e-16  0.998033 -0.0149195 0.000500347 -6.99787e-05 -0.0672862 -5.02092e-05 -5.02092e-05 -0.0500191
  0.02  1.00038 -0.00612793 0.00035307 8.27604e-05 -0.0672625 5.82413e-05 5.82413e-05 -0.0499796
  0.04  1.00273 0.00267118 0.000153907 0.000192894 -0.0672056 0.000135928 0.000135928 -0.0499351
  0.06  1.00509 0.0114793 5.73161e-05 0.000260417 -0.0671998 0.000179011 0.000179011 -0.0499503
  0.08  1.00746 0.0202853 4.37757e-05 0.00031763 -0.0673013 0.00021445 0.00021445 -0.0500532
  0.1  1.00984 0.0291201 -1.11769e-05 0.000279884 -0.0674508 0.000192901 0.000192901 -0.0502036
  0.12  1.01223 0.0379609 1.8742e-05 0.000128971 -0.0676524 9.2014e-05 9.2014e-05 -0.0504099
  0.14  1.01484 0.0476593 0.000159675 -0.000145634 -0.0691095 -0.000106624 -0.000106624 -0.0515206
  0.16  1.0177 0.0583587 0.000192373 -0.000186945 -0.0716933 -0.000143816 -0.000143816 -0.0534246
  0.18  1.02062 0.0692628 0.000113978 -0.000169548 -0.0743525 -0.000144441 -0.000144441 -0.0553774
  0.2  1.02358 0.0803507 -6.35377e-05 -7.52555e-05 -0.077049 -8.12248e-05 -8.12248e-05 -0.0573376
  0.22  1.02659 0.0915844 -0.000217966 1.10491e-05 -0.079655 -1.38749e-05 -1.38749e-05 -0.0592191
  0.24  1.02963 0.102948 -0.000246354 4.26077e-05 -0.0820379 7.3335e-06 7.3335e-06 -0.0609124
  0.26  1.03271 0.114446 -0.000305755 8.67186e-05 -0.0842211 2.74852e-05 2.74852e-05 -0.0624432
  0.28  1.03584 0.126099 -0.000168018 0.000127171 -0.0865074 4.7666e-05 4.7666e-05 -0.0640661
  0.3  1.03897 0.137795 5.23244e-05 8.56841e-05 -0.08854 3.39965e-06 3.39965e-06 -0.0654831
  0.32  1.04212 0.149546 0.000152743 0.000106414 -0.0902127 1.94934e-05 1.94934e-05 -0.0666006
  0.34  1.04528 0.161339 0.000154873 0.000130792 -0.091213 3.77443e-05 3.77443e-05 -0.0671577
  0.36  1.04842 0.173086 0.000104673 -2.65385e-05 -0.0916432 -0.000109232 -0.000109232 -0.0672387
  0.38  1.05154 0.184763 -2.17545e-06 -0.000171281 -0.0918238 -0.000220714 -0.000220714 -0.0671126
  0.4  1.05464 0.196384 8.14298e-05 -0.000128205 -0.0914998 -0.00017478 -0.00017478 -0.0665701
  0.42  1.05768 0.207818 0.000230688 -0.000120174 -0.0904245 -0.000168883 -0.000168883 -0.0654323
  0.44  1.06065 0.219032 0.00024645 -0.000292929 -0.0890578 -0.000317741 -0.000317741 -0.0641049
  0.46  1.06357 0.23008 0.000248163 -0.000221698 -0.0876139 -0.000252393 -0.000252393 -0.0627594
  0.48  1.0664 0.240817 0.000362213 0.000219505 -0.0852938 0.000137961 0.000137961 -0.06071
  0.5  1.06908 0.25111 0.000571036 0.000687645 -0.08187 0.000569231 0.000569231 -0.0577641
  0.52  1.07167 0.261094 0.000618717 0.000653993 -0.078019 0.000565118 0.000565118 -0.0544978
  0.54  1.07414 0.270669 0.000672283 0.000507443 -0.0732975 0.000436758 0.000436758 -0.0505681
  0.56  1.07641 0.279614 0.00081774 0.000431712 -0.0685882 0.000370213 0.000370213 -0.0467171
  0.58  1.07859 0.288228 0.000669988 0.00012011 -0.0640592 9.57375e-05 9.57375e-05 -0.0430591
  0.6  1.08065 0.296426 0.000524969 -0.000105475 -0.0595562 -0.000123895 -0.000123895 -0.0394512
  0.62  1.0825 0.303921 0.000752179 0.000145371 -0.0544872 9.72373e-05 9.72373e-05 -0.0354468
  0.64  1.08421 0.310928 0.00104647 0.000528708 -0.0490964 0.000444425 0.000444425 -0.03124
  0.66  1.08581 0.317552 0.00134843 0.000465251 -0.0435793 0.000393529 0.000393529 -0.0269761
  0.68  1.08724 0.323586 0.00140593 0.000171823 -0.0383502 0.000129002 0.000129002 -0.0229964
  0.7  1.08855 0.329156 0.00131537 4.08899e-05 -0.0336583 1.02218e-05 1.02218e-05 -0.0194434
  0.72  1.08975 0.334318 0.00119455 -0.000197185 -0.0292537 -0.000207684 -0.000207684 -0.0161238
  0.74  1.09085 0.339058 0.000826799 -0.000330152 -0.0251736 -0.000328579 -0.000328579 -0.0130739
  0.76  1.09183 0.343363 0.00056732 -0.000345062 -0.0213 -0.000333826 -0.000333826 -0.0102206
  0.78  1.09276 0.347402 0.000391706 -0.000494374 -0.0170915 -0.000455978 -0.000455978 -0.0071531
  0.8  1.09361 0.35109 0.000263484 -0.000418342 -0.0128623 -0.000364378 -0.000364378 -0.00411546
  0.82  1.09442 0.354515 6.39154e-05 -0.000269571 -0.00888322 -0.000206907 -0.000206907 -0.00126931
  0.84  1.09521 0.357794 -6.39389e-05 -0.000102612 -0.00531237 -4.50034e-05 -4.50034e-05 0.00125245
  0.86  1.09601 0.360939 0.000104052 -5.35694e-05 -0.00210732 6.56476e-06 6.56476e-06 0.00343328
  0.88  1.09617 0.362194 0.000426669 -0.000125845 -0.00038116 -5.5296e-05 -5.5296e-05 0.00426367
  0.9  1.09575 0.36174 0.000652622 -0.00021173 -0.000105994 -0.00014783 -0.00014783 0.00374268
  0.92  1.09543 0.361468 0.00076223 -0.000259413 6.17552e-05 -0.000215329 -0.000215329 0.00313257
  0.94  1.09521 0.361267 0.000697857 -0.000221618 0.000239117 -0.000190831 -0.000190831 0.0026963
  0.96  1.09503 0.361048 0.00045939 -0.000237804 0.000203373 -0.000203368 -0.000203368 0.00227112
  0.98  1.09487 0.360843 0.000254531 -0.000259397 0.000176276 -0.00022188 -0.00022188 0.00187785
  1  1.09471 0.360652 9.64237e-05 -0.000270631 0.0001697 -0.000232329 -0.000232329 0.00152451
